,author,title,library_type,day,month,year,challenge_date,state
2459,"Smith, Andrew A.",Grasshopper Jungle,School,1,2,2022,2022-02-01,TN
2460,"LaFevers, Robin",Grave Mercy,School,1,7,2022,2022-07-01,FL
2462,"Benincasa, Sara",Great,School,1,1,2022,2022-01-01,TX
2463,"Benincasa, Sara",Great,School,1,12,2021,2021-12-01,TX
2464,"Korn, Irene",Great Masterpieces of the World,School,1,9,2022,2022-09-01,MO
2465,"Greenfield, Eloise",Great Migration: Journey to the North,School,1,1,2022,2022-01-01,FL
2466,"Jensen, Jeff",Green River Killer: A True Detective Story,School,1,9,2022,2022-09-01,MO
2467,"French, Gillian",Grit,School,1,10,2022,2022-10-01,SC
2469,"French, Gillian",Grit,School,1,9,2022,2022-09-01,FL
2470,"French, Gillian",Grit,School,1,12,2022,2022-12-01,SC
2472,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,11,2022,2022-11-01,UT
2473,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,10,2022,2022-10-01,SC
2474,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,12,2022,2022-12-01,SC
2475,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,3,2023,2023-03-01,FL
2476,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,11,2022,2022-11-01,NC
2477,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,1,2022,2022-01-01,TX
2478,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,11,2021,2021-11-01,FL
2479,"Peters, Julie Anne",Grl2grl: Short Fictions,School,1,4,2022,2022-04-01,FL
2480,"Hoena, Blake",Gross Gods (Series),School,1,3,2023,2023-03-01,FL
2481,"Gratz, Alan",Ground Zero,School,1,9,2022,2022-09-01,FL
2482,"Gratz, Alan",Ground Zero,School,1,10,2021,2021-10-01,TX
2483,"Jackson, Tiffany D.",Grown,School,1,10,2022,2022-10-01,SC
2485,"Jackson, Tiffany D.",Grown,School,1,10,2022,2022-10-01,FL
2486,"Jackson, Tiffany D.",Grown,School,1,12,2022,2022-12-01,SC
2487,"Jackson, Tiffany D.",Grown,School,1,2,2023,2023-02-01,PA
2489,"Lee, Darrien",Grown in 60 seconds (Denim Diaries Series),School,1,2,2022,2022-02-01,TX
2490,"Mackler, Carolyn",Guyaholic,School,1,9,2022,2022-09-01,FL
2491,"Mackler, Carolyn",Guyaholic,School,1,8,2022,2022-08-01,FL
2492,"Ito, Junji","Gyo, Volume 1: The Death-Stench Creeps",School,1,2,2023,2023-02-01,PA
2493,"Walden, Mark",H.I.V.E.: Dreadnought,School,1,1,2022,2022-01-01,TX
2494,"Walden, Mark",H.I.V.E.: Dreadnought,School,1,2,2022,2022-02-01,TX
2495,"Walden, Mark",H.I.V.E.: Dreadnought,School,1,12,2021,2021-12-01,TX
2496,"Turner, Pamela S.",Hachiko: The True Story of a Loyal Dog,School,1,1,2022,2022-01-01,FL
2497,"Cherry, Matthew A.",Hair Love,School,1,9,2021,2021-09-01,PA
2498,"Cherry, Matthew A.",Hair Love,School,1,9,2021,2021-09-01,PA
2499,"Lord, Cynthia",Half a Chance,School,1,7,2022,2022-07-01,FL
2500,"Green, Sally",Half Bad,School,1,7,2022,2022-07-01,FL
2501,"Green, Sally",Half Lost,School,1,7,2022,2022-07-01,FL
2502,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,School,1,10,2022,2022-10-01,SC
2504,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun,School,1,1,2022,2022-01-01,MI
2505,"Green, Sally",Half Wild,School,1,7,2022,2022-07-01,FL
2506,"Nakajo, Hisaya",Hama-Kimi: For You In Full Blossom (Series),School,1,2,2023,2023-02-01,PA
2507,"Nakajo, Hisaya",Hama-Kimi: For You In Full Blossom (Series),School,1,2,2023,2023-02-01,PA
2508,"Lord, Cynthia",Handful of Stars,School,1,1,2022,2022-01-01,FL
2509,"Picoult, Jodi",Handle with Care,School,1,2,2023,2023-02-01,FL
2510,"McDaniel, Breanna J.",Hands Up!,School,1,9,2021,2021-09-01,PA
2511,"McDaniel, Breanna J.",Hands Up!,School,1,9,2021,2021-09-01,PA
2512,"Holmes, Melisa","Hang-Ups, Hook-Ups, and Holding Out: Stuff You Need to Know About Your Body, Sex, & Dating",School,1,2,2022,2022-02-01,TX
2513,"Holmes, Melisa","Hang-Ups, Hook-Ups, and Holding Out: Stuff You Need to Know About Your Body, Sex, & Dating",School,1,12,2021,2021-12-01,TX
2514,"Jaigirdar, Adiba",Hani and Ishu's Guide to Fake Dating,School,1,7,2022,2022-07-01,FL
2515,"Kuhlman, Evan and Chuck Groenink",Hank's Big Day: The Story of a Bug,School,1,9,2021,2021-09-01,PA
2516,"Davis, Tanita S.",Happy Families,School,1,2,2022,2022-02-01,TX
2517,"Davis, Tanita S.",Happy Families,School,1,12,2021,2021-12-01,TX
2518,"Watson, Renée",Harlem's Little Blackbird,School,1,9,2021,2021-09-01,PA
2519,"Salvesen, Britt",Harry Callahan: The Photographer at Work,School,1,9,2022,2022-09-01,MO
2520,"Krull, Kathleen",Harvesting Hope: The Story of Cesar Chavez,School,1,9,2021,2021-09-01,PA
2521,"Paulsen, Gary",Hatchet,School,1,1,2022,2022-01-01,TN
2522,"King, Shani M.",Have I Ever Told You Black Lives Matter,School,1,2,2022,2022-02-01,TX
2523,"Shershun, Erika","Healing Sexual Trauma Workbook: Somatic Skills to Help you feel safe in your body, create boundaries and live with resilience",School,1,8,2022,2022-08-01,MI
2524,"Allison, Anthony",Hear These Voices: Youth at the Edge of the Millennium,School,1,9,2022,2022-09-01,FL
2525,"Allison, Anthony",Hear These Voices: Youth at the Edge of the Millennium,School,1,11,2021,2021-11-01,FL
2526,"Garden, Nancy","Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present",School,1,12,2021,2021-12-01,TX
2527,"Pau Preto, Nicki",Heart of Flames (Crown of Feathers Series),School,1,2,2022,2022-02-01,TN
2528,"Barton, Bree",Heart of Thorns,School,1,2,2022,2022-02-01,TN
2529,"Smith, Cynthia Leitich",Hearts Unbroken,School,1,7,2022,2022-07-01,FL
2530,"Smith, Cynthia Leitich",Hearts Unbroken,School,1,11,2021,2021-11-01,UT
2531,"Oseman, Alice",Heartstopper (Series),School,1,7,2022,2022-07-01,FL
2533,"Oseman, Alice",Heartstopper (Series),School,1,4,2023,2023-04-01,OR
2534,"Oseman, Alice",Heartstopper (Series),School,1,4,2023,2023-04-01,OR
2535,"Oseman, Alice",Heartstopper (Series),School,1,11,2022,2022-11-01,OR
2536,"Oseman, Alice",Heartstopper (Series),School,1,11,2022,2022-11-01,OR
2537,"Oseman, Alice",Heartstopper (Series),School,1,2,2022,2022-02-01,TN
2538,"Oseman, Alice",Heartstopper (Series),School,1,2,2022,2022-02-01,TN
2539,"Oseman, Alice",Heartstopper (Series),School,1,2,2022,2022-02-01,TN
2541,"Newman, Lesléa",Heather Has Two Mommies,School,1,3,2022,2022-03-01,VT
2542,"Newman, Lesléa",Heather Has Two Mommies,School,1,8,2021,2021-08-01,PA
2543,"Laymon, Kiese",Heavy,School,1,11,2021,2021-11-01,KN
2544,"Laymon, Kiese",Heavy,School,1,10,2021,2021-10-01,MO
2547,"Maas, Sarah J.",Heir of Fire,School,1,1,2023,2023-01-01,FL
2548,"Maas, Sarah J.",Heir of Fire,School,1,2,2023,2023-02-01,PA
2549,"Ma, Diana",Heiress Apparently (Daughters of the Dynasty Series),School,1,2,2022,2022-02-01,TN
2550,"Valentine, Jenny",Hello Now,School,1,12,2021,2021-12-01,TX
2551,"Kerr, M. E.","Hello, I Lied",School,1,12,2021,2021-12-01,TX
2552,"Tavares, Matt",Henry Aaron's Dream,School,1,3,2022,2022-03-01,TX
2553,"Tavares, Matt",Henry Aaron's Dream,School,1,1,2022,2022-01-01,FL
2554,"Levine, Ellen",Henry's Freedom Box: A True Story from the Underground Railroad,School,1,9,2021,2021-09-01,PA
2555,"Hawkins, Rachel",Her Royal Highness,School,1,1,2023,2023-01-01,FL
2556,"Hawkins, Rachel",Her Royal Highness,School,1,1,2022,2022-01-01,TX
2557,"Hawkins, Rachel",Her Royal Highness,School,1,2,2022,2022-02-01,TX
2558,"Hawkins, Rachel",Her Royal Highness,School,1,12,2021,2021-12-01,TX
2559,"Hawkins, Rachel",Her Royal Highness,School,1,2,2022,2022-02-01,TN
2560,"Ellis, Rowan",Here and Queer,Public,1,10,2022,2022-10-01,MI
2561,"Ellis, Rowan",Here and Queer,Public,1,9,2022,2022-09-01,NH
2562,"Ellis, Rowan",Here and Queer,Public,1,9,2022,2022-09-01,NH
2563,"Ellis, Rowan",Here and Queer,Public,1,10,2022,2022-10-01,NJ
2564,"Martins, Vitor",Here the Whole Time,School,1,2,2022,2022-02-01,TN
2565,"Farizan, Sara",Here to Stay,School,1,7,2022,2022-07-01,FL
2566,"Albertalli, Becky",Here's To Us,School,1,2,2022,2022-02-01,TN
2567,"McGinnis, Mindy",Heroine,School,1,1,2023,2023-01-01,FL
2569,"McGinnis, Mindy",Heroine,School,1,9,2022,2022-09-01,FL
2570,"McGinnis, Mindy",Heroine,School,1,2,2023,2023-02-01,FL
2571,"McGinnis, Mindy",Heroine,School,1,10,2021,2021-10-01,MO
2572,"McGinnis, Mindy",Heroine,School,1,4,2022,2022-04-01,FL
2573,"Perkins, Useni Eugene",Hey Black Child,School,1,9,2021,2021-09-01,PA
2574,"Perkins, Useni Eugene",Hey Black Child,School,1,9,2021,2021-09-01,PA
2575,"Krosoczka, Jarrett J.",Hey Kiddo,School,1,11,2021,2021-11-01,IA
2576,"Rockwell, Anne","Hey, Charleston!: The True Story of the Jenkins Orphanage Band",School,1,9,2021,2021-09-01,PA
2577,"Robertson, Sebastian",Hiawatha and the Peacemaker,School,1,1,2022,2022-01-01,FL
2578,"Cast, P.C. and Cast, Kristin",Hidden,School,1,7,2022,2022-07-01,FL
2579,"Shetterly, Margo Lee with Conkling, Winifred",Hidden Figures,School,1,9,2021,2021-09-01,PA
2580,"Terrell, Brandon",High Drama,School,1,12,2021,2021-12-01,TX
2581,"Whaley, John Corey",Highly Illogical Behavior,School,1,7,2022,2022-07-01,FL
2582,"Whaley, John Corey",Highly Illogical Behavior,School,1,2,2022,2022-02-01,TX
2583,"Whaley, John Corey",Highly Illogical Behavior,School,1,12,2021,2021-12-01,TX
2584,"Whaley, John Corey",Highly Illogical Behavior,School,1,2,2022,2022-02-01,TN
2585,"Sato, Daisuke",Highschool of the Dead (Series),School,1,2,2023,2023-02-01,PA
2586,"Bowen, Sarina and Kennedy, Elle",Him,School,1,1,2023,2023-01-01,MN
2587,"Becker, Harmony",Himawari House,School,1,9,2022,2022-09-01,MO
2588,"Becker, Harmony",Himawari House,School,1,9,2022,2022-09-01,MO
2589,"Becker, Harmony",Himawari House,School,1,11,2022,2022-11-01,MO
2590,"Silvera, Adam",History is All You Left Me,School,1,7,2022,2022-07-01,FL
2591,"Silvera, Adam",History is All You Left Me,School,1,1,2023,2023-01-01,FL
2592,"Silvera, Adam",History is All You Left Me,School,1,1,2022,2022-01-01,TX
2593,"Silvera, Adam",History is All You Left Me,School,1,2,2022,2022-02-01,TX
2594,"Silvera, Adam",History is All You Left Me,School,1,12,2021,2021-12-01,TX
2595,"Augustin, Marion",History of Western Art in Comics Part One: From Prehistory to the Renaissance,School,1,9,2022,2022-09-01,MO
2596,"Allen, John",Hitler's Final Solution,School,1,9,2022,2022-09-01,MO
2597,"Gale, Heather",Ho'omani: Hula Warrior,School,1,12,2021,2021-12-01,TX
2598,"Gale, Heather",Ho'omani: Hula Warrior,School,1,2,2022,2022-02-01,FL
2599,"Gale, Heather",Ho'omani: Hula Warrior,School,1,2,2022,2022-02-01,FL
2600,"Salisbury, Melinda",Hold Back the Tide,School,1,1,2022,2022-01-01,TX
2601,"Levithan, David",Hold Me Closer: The Tiny Cooper Story,School,1,10,2021,2021-10-01,OK
2602,"Levithan, David",Hold Me Closer: The Tiny Cooper Story,School,1,1,2022,2022-01-01,TX
2603,"Levithan, David",Hold Me Closer: The Tiny Cooper Story,School,1,2,2022,2022-02-01,TX
2604,"Levithan, David",Hold Me Closer: The Tiny Cooper Story,School,1,12,2021,2021-12-01,TX
2605,"LaCour, Nina",Hold Still,School,1,2,2023,2023-02-01,PA
2606,"Niven, Jennifer",Holding up the Universe,School,1,2,2023,2023-02-01,PA
2607,"Riggs, Ransom",Hollow City: The Graphic Novel,School,1,9,2022,2022-09-01,MO
2608,"Blohm, Craig E.",Holocaust Camps and Killing Centers,School,1,9,2022,2022-09-01,MO
2609,"Blohm, Craig E.",Holocaust Rescue and Liberation,School,1,9,2022,2022-09-01,MO
2610,"Blohm, Craig E.",Holocaust Resistance,School,1,9,2022,2022-09-01,MO
2611,Unknown,Bible,School,1,2,2023,2023-02-01,PA
2612,"Small, David",Home After Dark,School,1,1,2023,2023-01-01,FL
2613,"Small, David",Home After Dark,School,1,10,2022,2022-10-01,MO
2614,"Small, David",Home After Dark,School,1,9,2022,2022-09-01,MO
2616,"Small, David",Home After Dark,School,1,9,2022,2022-09-01,MO
2617,"Small, David",Home After Dark,School,1,9,2022,2022-09-01,MO
2618,"Small, David",Home After Dark,School,1,1,2023,2023-01-01,FL
2619,"Small, David",Home After Dark,School,1,10,2021,2021-10-01,MO
2620,NO AUTHOR,Home and Family Relationships: Rainbow families,School,1,11,2021,2021-11-01,UT
2621,"Elya, Susan Middleton",Home at Last,School,1,4,2022,2022-04-01,FL
2622,"Kaur, Rupi",Home Body,School,1,1,2023,2023-01-01,FL
2623,"Kaur, Rupi",Home Body,School,1,9,2022,2022-09-01,MO
2624,"Khan, Brooke",Home of the Brave: 15 Immigrants Who Shaped US History,School,1,9,2021,2021-09-01,PA
2625,"Charlton-Trujillo, e. E.",Homecoming (Fat Angie Series),School,1,2,2022,2022-02-01,TN
2628,"Gyasi, Yaa",Homegoing,School,1,4,2023,2023-04-01,OR
2629,"Gyasi, Yaa",Homegoing,School,1,3,2023,2023-03-01,OH
2630,"Gyasi, Yaa",Homegoing,School,1,4,2023,2023-04-01,NC
2631,"Gyasi, Yaa",Homegoing,School,1,7,2021,2021-07-01,IN
2632,"Gyasi, Yaa",Homegoing,School,1,2,2022,2022-02-01,GA
2633,"Gyasi, Yaa",Homegoing,School,1,4,2022,2022-04-01,TX
2634,"Gyasi, Yaa",Homegoing,School,1,3,2022,2022-03-01,TX
2635,"Gyasi, Yaa",Homegoing,School,1,11,2021,2021-11-01,FL
2637,"Gyasi, Yaa",Homegoing,School,1,11,2021,2021-11-01,UT
2638,"Gyasi, Yaa",Homegoing,School,1,2,2022,2022-02-01,MO
2640,"Palmer, Bill",Homophobia : From Social Stigma to Hate Crimes,School,1,12,2021,2021-12-01,TX
2641,"Seba, Jaime A.","Homosexuality Around the World: Safe Havens, Cultural Challenges",School,1,12,2021,2021-12-01,TX
2642,"Dudley, William",Homosexuality: Opposing Viewpoints,School,1,2,2022,2022-02-01,TX
2643,"Ojeda, Auriana",Homosexuality: Opposing Viewpoints,School,1,2,2022,2022-02-01,TX
2646,"Williams, Mary E.",Homosexuality: Opposing Viewpoints,School,1,10,2022,2022-10-01,NC
2647,"Konigsberg, Bill",Honestly Ben,School,1,2,2022,2022-02-01,TX
2648,"Konigsberg, Bill",Honestly Ben,School,1,12,2021,2021-12-01,TX
2649,"Firmston, Kim",Hook Up,School,1,12,2021,2021-12-01,TX
2651,"Ginwright, Shawn",Hope and Healing in Urban Education: How Urban Activists and Teachers are Reclaiming Matters of the Heart,School,1,9,2021,2021-09-01,PA
2652,"Thomas, Angie",Hope Nation: YA Authors Share Personal Moments of Inspiration,School,1,1,2023,2023-01-01,FL
2653,"Hoover, Colleen",Hopeless,School,1,10,2022,2022-10-01,SC
2654,"Hoover, Colleen",Hopeless,School,1,2,2023,2023-02-01,FL
2655,"Bennett, Marguerite",Horde,School,1,9,2022,2022-09-01,MO
2656,"English, Karen",Hot Day on Abbott Avenue,School,1,9,2021,2021-09-01,PA
2657,"Dugan, Jennifer",Hot Dog Girl,School,1,7,2022,2022-07-01,FL
2658,"Dugan, Jennifer",Hot Dog Girl,School,1,2,2022,2022-02-01,TX
2659,"Dugan, Jennifer",Hot Dog Girl,School,1,12,2021,2021-12-01,TX
2660,"Maas, Sarah J.",House of Earth and Blood,School,1,10,2022,2022-10-01,FL
2661,"Maas, Sarah J.",House of Earth and Blood,School,1,11,2022,2022-11-01,FL
2662,"Maas, Sarah J.",House of Earth and Blood,School,1,1,2023,2023-01-01,FL
2663,"Maas, Sarah J.",House of Earth and Blood,School,1,1,2023,2023-01-01,FL
2665,"Maas, Sarah J.",House of Earth and Blood,School,1,11,2021,2021-11-01,FL
2666,"Maas, Sarah J.",House of Earth and Blood,School,1,3,2022,2022-03-01,TX
2667,"Maas, Sarah J.",House of Earth and Blood,School,1,4,2022,2022-04-01,FL
2668,"Roux, Madeleine",House of Furies,School,1,10,2021,2021-10-01,OK
2669,"Cast, P.C. and Cast, Kristin",House of Night (Series),School,1,11,2021,2021-11-01,FL
2670,"Maas, Sarah J.",House of Sky and Breath,School,1,11,2021,2021-11-01,FL
2671,"Picoult, Jodi",House Rules,School,1,2,2023,2023-02-01,FL
2673,"Cart, Michael",How Beautiful the Ordinary: Twelve Stories of Identity,School,1,2,2022,2022-02-01,TN
2674,"Mbue, Imbolo",How Beautiful We Were,School,1,5,2022,2022-05-01,SD
2678,"Acito, Marc",How I Paid for College,School,1,7,2022,2022-07-01,FL
2679,"Acito, Marc",How I Paid for College,School,1,11,2021,2021-11-01,FL
2680,"Johnson, Maureen (Editor)",How I Resist: Activism and Hope for a New Generation,School,1,11,2022,2022-11-01,CO
2681,"Ahmadi, Arvin",How It All Blew Up,School,1,9,2022,2022-09-01,MO
2682,"Ahmadi, Arvin",How It All Blew Up,School,1,2,2022,2022-02-01,TX
2683,"Ahmadi, Arvin",How It All Blew Up,School,1,11,2021,2021-11-01,UT
2684,"Ahmadi, Arvin",How It All Blew Up,School,1,12,2021,2021-12-01,TX
2685,"Ahmadi, Arvin",How It All Blew Up,School,1,2,2022,2022-02-01,TN
2686,"Hort, Lenny",How Many Stars in the Sky?,School,1,9,2021,2021-09-01,PA
2687,"Goslee, S. J.",How Not to Ask a Boy to Prom,School,1,12,2021,2021-12-01,TX
2688,"Parks, Peggy J.",How Prevalent is Racism in Society?,School,1,12,2021,2021-12-01,TX
2689,"Burgess, Rebecca",How to Be Ace: A Memoir of Growing Up Asexual,School,1,9,2022,2022-09-01,MO
2690,"Burgess, Rebecca",How to Be Ace: A Memoir of Growing Up Asexual,School,1,3,2022,2022-03-01,VT
2691,"Kendi, Ibram X.",How to Be an Antiracist,School,1,7,2022,2022-07-01,FL
2693,"Kendi, Ibram X.",How to Be an Antiracist,School,1,9,2021,2021-09-01,PA
2694,"Kendi, Ibram X.",How to Be an Antiracist,School,1,1,2022,2022-01-01,FL
2695,"Kendi, Ibram X.",How to Be an Antiracist,School,1,3,2022,2022-03-01,TX
2696,"Kendi, Ibram X.",How to Be an Antiracist,School,1,3,2022,2022-03-01,TX
2697,"Kendi, Ibram X.",How to Be an Antiracist,School,1,3,2022,2022-03-01,TX
2698,"Kendi, Ibram X.",How to Be an Antiracist,School,1,3,2022,2022-03-01,MO
2700,"Kendi, Ibram X.",How to Be an Antiracist,School,1,2,2022,2022-02-01,TX
2701,"Kendi, Ibram X.",How to Be an Antiracist,School,1,12,2021,2021-12-01,TX
2702,"Kendi, Ibram X.",How to Be an Antiracist,School,1,5,2022,2022-05-01,WY
2703,"Kendi, Ibram X.",How to Be an Antiracist,School,1,2,2022,2022-02-01,TN
2704,"Cotugno, Katie",How to Love,School,1,1,2022,2022-01-01,TX
2705,"Cotugno, Katie",How to Love,School,1,12,2021,2021-12-01,TX
2706,"Blake, Ashley Herring",How to Make a Wish,School,1,2,2022,2022-02-01,TN
2707,"Zuffi, Stefano",How to Read Italian Renaissance Painting,School,1,9,2022,2022-09-01,MO
2708,"Solomon, Akiba and Rankin, Kenrya",How We Fight White Supremacy: A Field Guide to Black Resistance,School,1,9,2021,2021-09-01,PA
2709,"Stalcup, Brenda",Human Sexuality: Opposing Viewpoints,School,1,2,2023,2023-02-01,PA
2710,"Gay, Roxane",Hunger: A Memoir of (My) Body,School,1,11,2021,2021-11-01,FL
2711,"Gay, Roxane",Hunger: A Memoir of (My) Body,School,1,7,2022,2022-07-01,FL
2712,"Cast, P.C. and Cast, Kristin",Hunted: A House of Night Novel,School,1,7,2022,2022-07-01,FL
2713,"Lourie, Richard","Hunting the Devil: The Pursuit, Capture and Confession of the Most Savage Serial Killer in History",School,1,2,2023,2023-02-01,PA
2714,"Callender, Kacen",Hurricane Child,School,1,3,2022,2022-03-01,WI
2715,"Callender, Kacen",Hurricane Child,School,1,2,2022,2022-02-01,TX
2716,"Callender, Kacen",Hurricane Child,School,1,12,2021,2021-12-01,TX
2717,"Ho, Minfong",Hush! A Thai Lullaby,School,1,1,2022,2022-01-01,FL
2719,"Medina, Tony",I Am Alfonso Jones,School,1,7,2022,2022-07-01,FL
2720,"Medina, Tony",I Am Alfonso Jones,School,1,1,2023,2023-01-01,FL
2721,"Medina, Tony",I Am Alfonso Jones,School,1,11,2021,2021-11-01,FL
2722,"Medina, Tony",I Am Alfonso Jones,School,1,11,2021,2021-11-01,UT
2723,"Byers, Grace",I Am Enough,School,1,9,2021,2021-09-01,PA
2724,"Barnes, Derrick",I Am Every Good Thing,School,1,9,2021,2021-09-01,PA
2725,"Verde, Susan",I am Human: A Book of Empathy,School,1,9,2021,2021-09-01,PA
2726,"Jennings, Jazz",I am Jazz,School,1,7,2022,2022-07-01,VA
2727,"Jennings, Jazz",I am Jazz,School,1,7,2022,2022-07-01,FL
2728,"Jennings, Jazz",I am Jazz,School,1,1,2023,2023-01-01,FL
2729,"Jennings, Jazz",I am Jazz,School,1,7,2022,2022-07-01,FL
2731,"Jennings, Jazz",I am Jazz,Public,1,8,2022,2022-08-01,ID
2733,"Jennings, Jazz",I am Jazz,School,1,3,2023,2023-03-01,UT
2734,"Jennings, Jazz",I am Jazz,School,1,3,2023,2023-03-01,OH
2735,"Jennings, Jazz",I am Jazz,Public,1,10,2022,2022-10-01,LA
2736,"Jennings, Jazz",I am Jazz,School,1,2,2022,2022-02-01,GA
2737,"Jennings, Jazz",I am Jazz,School,1,1,2022,2022-01-01,FL
2738,"Jennings, Jazz",I am Jazz,School,1,3,2022,2022-03-01,TX
2739,"Jennings, Jazz",I am Jazz,School,1,7,2022,2022-07-01,VA
2740,"Jennings, Jazz",I am Jazz,School,1,11,2021,2021-11-01,TX
2741,"Jennings, Jazz",I am Jazz,School,1,4,2022,2022-04-01,FL
2742,"Jennings, Jazz",I am Jazz,School,1,1,2022,2022-01-01,FL
2743,"Jennings, Jazz",I am Jazz,School,1,1,2022,2022-01-01,TX
2744,"Jennings, Jazz",I am Jazz,School,1,5,2022,2022-05-01,FL
2745,"Jennings, Jazz",I am Jazz,School,1,4,2022,2022-04-01,FL
2746,"Meltzer, Brad","I am Martin Luther King, Jr.",School,1,9,2021,2021-09-01,PA
2747,"Lyons, Maddox and Verdi, Jessica",I Am Not A Girl,School,1,3,2023,2023-03-01,PA
2748,"Lyons, Maddox and Verdi, Jessica",I Am Not A Girl,School,1,10,2021,2021-10-01,NC
2749,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,2,2023,2023-02-01,PA
2750,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,10,2022,2022-10-01,SC
2751,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,10,2022,2022-10-01,OH
2753,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,11,2022,2022-11-01,UT
2754,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,9,2022,2022-09-01,ND
2755,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,8,2022,2022-08-01,TN
2756,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,1,2023,2023-01-01,FL
2757,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,12,2022,2022-12-01,SC
2758,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,4,2023,2023-04-01,OR
2759,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,2,2023,2023-02-01,FL
2760,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,2,2023,2023-02-01,NC
2761,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,2,2023,2023-02-01,PA
2762,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,3,2022,2022-03-01,NC
2763,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,9,2021,2021-09-01,PA
2765,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,3,2022,2022-03-01,TX
2766,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,12,2021,2021-12-01,IL
2767,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,11,2021,2021-11-01,FL
2768,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter,School,1,4,2022,2022-04-01,MS
